order_id,user_id,shop_id,product_id,variant,quantity,unit_price,voucher_code,order_date
7226,93,12,458,M-Black,2,275926,FLASH10,2024-05-05 21:46:00
7227,1833,78,156,L-Red,4,256640,FLASH10,2024-10-09 09:24:00
7228,1420,29,313,L-Black,4,267844,SALE20,2024-06-17 07:45:00
7229,346,22,492,M-Red,4,160998,NONE,2024-02-16 02:52:00
7230,1583,70,103,M-Black,1,242481,FLASH10,2024-07-10 22:23:00
7231,273,27,343,L-Black,5,233211,SALE20,2024-08-08 19:53:00
7232,258,82,168,M-Red,1,153639,FLASH10,2024-05-16 14:19:00
7233,1007,75,496,M-Black,1,382120,FLASH10,2024-06-22 23:48:00
7234,1666,46,469,L-Red,2,144062,FLASH10,2024-01-19 17:44:00
7235,1889,2,139,L-Red,3,294490,FLASH10,2024-05-30 06:00:00
7236,922,77,207,M-Red,5,184957,SALE20,2024-10-19 11:21:00
7237,1705,45,477,M-Black,2,448400,FLASH10,2024-05-20 00:55:00
7238,1467,78,296,M-Red,1,486464,FLASH10,2024-07-18 15:44:00
7239,257,93,9,M-Black,2,179109,NONE,2024-02-15 05:16:00
7240,298,91,235,L-Black,3,364796,NONE,2024-09-13 20:42:00
7241,1880,50,34,L-Black,5,430853,FLASH10,2024-08-22 06:34:00
7242,765,85,129,M-Black,4,192548,SALE20,2024-03-17 22:13:00
7243,1147,16,380,L-Black,4,187062,FLASH10,2024-09-06 18:51:00
7244,117,94,471,M-Black,5,492193,SALE20,2024-10-31 05:03:00
7245,147,41,359,L-Red,2,299997,SALE20,2024-12-13 01:38:00
7246,375,32,450,M-Black,5,349126,FLASH10,2024-05-30 19:35:00
7247,368,41,403,M-Black,1,105805,NONE,2024-09-11 03:54:00
7248,998,53,238,M-Black,3,298871,NONE,2024-12-07 16:30:00
7249,874,42,13,M-Black,2,400873,FLASH10,2024-05-04 23:36:00
7250,1473,43,8,M-Red,2,308251,SALE20,2024-01-10 18:49:00
7251,497,10,476,L-Red,5,269807,NONE,2024-10-31 02:01:00
7252,184,10,296,L-Red,4,140436,FLASH10,2024-04-24 02:55:00
7253,953,79,98,L-Black,4,112774,FLASH10,2024-01-07 12:54:00
7254,1084,14,489,M-Black,1,356915,FLASH10,2024-03-24 21:49:00
7255,1894,91,140,M-Red,5,406197,NONE,2024-07-05 01:12:00
7256,1715,51,239,L-Red,5,258908,FLASH10,2024-05-08 01:49:00
7257,173,68,434,M-Black,1,178488,SALE20,2024-07-06 08:38:00
7258,747,51,293,M-Red,4,323018,FLASH10,2024-09-14 02:50:00
7259,507,8,114,L-Black,4,457691,FLASH10,2024-09-02 18:36:00
7260,938,18,168,M-Red,5,156636,FLASH10,2024-04-18 11:34:00
7261,1022,88,113,M-Red,3,381343,NONE,2024-01-15 18:17:00
7262,16,55,383,L-Black,3,232002,NONE,2024-03-14 02:32:00
7263,684,20,317,M-Red,4,264609,FLASH10,2024-12-12 15:36:00
7264,1170,17,499,M-Black,3,279316,NONE,2024-01-15 13:46:00
7265,424,32,132,M-Red,2,336805,FLASH10,2024-04-14 12:46:00
7266,875,52,491,M-Black,2,266101,FLASH10,2024-02-05 19:58:00
7267,562,6,420,M-Black,1,384992,SALE20,2024-10-07 19:01:00
7268,1957,1,336,M-Black,2,154387,NONE,2024-02-12 02:26:00
7269,651,99,64,M-Red,5,452213,SALE20,2024-04-24 15:59:00
7270,1540,19,321,L-Black,3,414569,SALE20,2024-05-15 20:07:00
7271,444,37,92,L-Red,4,386553,FLASH10,2024-08-20 13:31:00
7272,242,15,162,M-Red,3,113631,FLASH10,2024-10-09 11:43:00
7273,1411,24,332,L-Black,5,204019,SALE20,2024-08-22 11:41:00
7274,54,60,345,M-Black,2,421778,SALE20,2024-05-17 04:38:00
7275,1144,27,264,M-Red,4,187201,NONE,2024-11-22 23:32:00
7276,995,41,282,L-Red,2,178308,FLASH10,2024-07-25 02:16:00
7277,779,30,397,M-Black,5,123246,SALE20,2024-04-26 13:02:00
7278,1517,20,479,M-Black,1,180881,FLASH10,2024-11-06 15:55:00
7279,439,3,357,M-Red,5,375512,NONE,2024-06-18 00:50:00
7280,312,43,102,M-Red,2,407576,SALE20,2024-04-19 20:52:00
7281,1592,51,370,L-Red,1,359904,FLASH10,2024-11-28 23:07:00
7282,216,64,42,L-Black,4,403538,FLASH10,2024-06-29 09:44:00
7283,1424,82,243,M-Black,3,140390,SALE20,2024-01-06 22:23:00
7284,767,35,154,M-Black,1,342799,SALE20,2024-04-10 20:19:00
7285,1863,41,258,M-Black,4,231023,NONE,2024-04-18 04:01:00
7286,835,25,56,M-Black,3,231235,FLASH10,2024-07-14 19:17:00
7287,33,3,298,L-Black,1,191601,NONE,2024-09-24 09:20:00
7288,199,76,280,M-Black,1,499217,FLASH10,2024-05-04 07:45:00
7289,214,88,140,M-Black,3,171628,SALE20,2024-11-13 15:46:00
7290,1252,6,172,M-Red,2,347082,SALE20,2024-07-15 09:51:00
7291,1164,19,64,M-Black,2,217372,FLASH10,2024-11-21 10:38:00
7292,892,47,231,L-Red,1,469964,FLASH10,2024-02-18 05:31:00
7293,634,78,352,L-Black,1,358120,SALE20,2024-06-28 10:46:00
7294,1809,98,108,M-Red,4,234631,SALE20,2024-08-27 04:52:00
7295,1702,94,1,M-Black,4,450964,FLASH10,2024-08-05 21:22:00
7296,633,2,177,L-Black,4,494150,SALE20,2024-09-08 03:10:00
7297,1978,36,287,L-Black,2,455724,SALE20,2024-07-31 00:48:00
7298,633,9,424,M-Red,4,329553,FLASH10,2024-03-16 13:38:00
7299,112,32,497,M-Black,1,198548,NONE,2024-02-21 15:33:00
7300,1818,39,39,L-Red,5,340335,FLASH10,2024-07-12 08:13:00
7301,899,96,189,L-Black,4,321178,NONE,2024-10-03 00:54:00
7302,1208,87,344,M-Black,3,487094,NONE,2024-02-21 17:24:00
7303,1605,6,42,M-Red,3,413940,NONE,2024-03-18 17:29:00
7304,526,88,466,L-Red,2,233698,SALE20,2024-05-01 17:43:00
7305,537,68,430,L-Black,4,158090,SALE20,2024-06-11 20:38:00
7306,194,89,344,L-Black,4,191791,SALE20,2024-12-10 20:46:00
7307,1029,86,86,M-Red,1,205544,SALE20,2024-12-11 02:08:00
7308,1759,2,335,L-Red,4,344467,SALE20,2024-09-27 08:52:00
7309,1886,20,358,L-Red,2,266817,FLASH10,2024-05-26 11:40:00
7310,331,44,176,L-Black,4,180150,NONE,2024-03-08 07:17:00
7311,1412,68,363,L-Black,3,371709,FLASH10,2024-09-26 11:20:00
7312,592,51,59,M-Red,5,123352,NONE,2024-03-15 16:58:00
7313,1541,25,497,M-Red,4,157009,NONE,2024-10-12 19:52:00
7314,1522,41,22,M-Black,2,367406,NONE,2024-04-22 14:41:00
7315,676,1,370,M-Red,4,232247,FLASH10,2024-03-24 03:43:00
7316,1059,23,485,M-Red,3,489733,SALE20,2024-09-04 17:29:00
7317,702,10,479,M-Black,2,150029,SALE20,2024-06-27 19:43:00
7318,1921,68,291,L-Black,2,114681,FLASH10,2024-05-13 03:35:00
7319,411,40,234,L-Black,4,391279,FLASH10,2024-04-05 21:16:00
7320,1448,38,414,L-Red,1,144075,FLASH10,2024-05-03 13:18:00
7321,269,52,142,M-Black,3,486118,SALE20,2024-01-21 07:27:00
7322,1971,52,114,L-Black,2,456278,SALE20,2024-01-30 02:17:00
7323,1800,35,65,M-Red,3,368380,FLASH10,2024-09-08 09:47:00
7324,547,62,332,L-Black,2,498184,FLASH10,2024-01-06 05:55:00
7325,192,20,151,L-Black,2,291948,SALE20,2024-08-28 12:22:00
7326,986,95,469,L-Black,4,225843,FLASH10,2024-03-27 21:18:00
7327,1826,50,416,L-Red,1,105992,NONE,2024-03-21 10:26:00
7328,1683,47,452,L-Red,5,481873,NONE,2024-06-13 01:28:00
7329,1207,93,22,M-Red,3,443501,FLASH10,2024-07-10 11:18:00
7330,1031,85,190,L-Red,4,339180,SALE20,2024-09-20 13:15:00
7331,1474,43,310,L-Black,5,382512,NONE,2024-01-30 23:31:00
7332,370,34,272,L-Red,1,477696,SALE20,2024-08-16 19:17:00
7333,670,35,381,M-Black,2,286995,FLASH10,2024-04-16 11:24:00
7334,1904,98,174,M-Red,5,230898,FLASH10,2024-03-17 13:27:00
7335,1838,18,448,M-Red,2,354675,NONE,2024-03-04 09:21:00
7336,1261,50,119,L-Red,1,379124,SALE20,2024-04-16 21:50:00
7337,968,14,14,L-Black,1,396081,FLASH10,2024-03-20 13:21:00
7338,1242,77,46,L-Black,3,149015,SALE20,2024-09-13 02:21:00
7339,1924,66,326,L-Black,4,401373,SALE20,2024-08-07 21:08:00
7340,1465,78,438,M-Black,5,131595,NONE,2024-11-12 12:44:00
7341,1557,5,349,M-Red,2,176701,SALE20,2024-01-20 04:39:00
7342,1085,96,223,L-Black,2,163197,FLASH10,2024-10-05 16:42:00
7343,934,72,247,M-Black,4,480843,FLASH10,2024-04-14 21:28:00
7344,628,50,58,M-Red,3,377903,SALE20,2024-02-15 07:39:00
7345,709,7,374,M-Black,2,110598,FLASH10,2024-01-28 00:16:00
7346,790,73,96,L-Black,2,265851,SALE20,2024-02-11 00:00:00
7347,132,53,72,L-Black,3,270807,NONE,2024-06-24 09:33:00
7348,464,10,386,L-Red,1,413925,SALE20,2024-06-10 07:12:00
7349,805,90,105,M-Black,5,220403,FLASH10,2024-04-28 09:05:00
7350,1230,18,441,M-Black,5,247644,NONE,2024-10-01 09:54:00
7351,365,45,409,M-Black,5,323198,SALE20,2024-08-06 04:26:00
7352,1861,85,426,M-Black,4,273521,NONE,2024-03-05 05:25:00
7353,913,57,209,M-Red,4,239978,SALE20,2024-09-22 02:19:00
7354,1787,55,10,L-Red,2,274055,SALE20,2024-04-17 14:22:00
7355,193,10,265,M-Black,2,165490,SALE20,2024-08-19 11:48:00
7356,1219,54,118,L-Black,5,113878,SALE20,2024-07-15 07:51:00
7357,234,27,105,L-Red,3,266499,FLASH10,2024-12-01 21:35:00
7358,512,10,107,L-Red,5,285135,NONE,2024-01-13 11:44:00
7359,135,75,244,L-Black,3,136005,NONE,2024-08-04 08:55:00
7360,809,42,342,L-Red,2,172169,SALE20,2024-10-16 00:58:00
7361,1608,63,274,L-Red,1,147685,NONE,2024-01-11 21:53:00
7362,1386,75,117,M-Red,2,302201,FLASH10,2024-06-07 01:06:00
7363,1181,11,430,M-Black,4,156774,NONE,2024-08-18 03:02:00
7364,1356,94,259,M-Black,2,422957,NONE,2024-03-04 19:14:00
7365,728,30,182,M-Red,1,393504,FLASH10,2024-02-07 12:11:00
7366,1242,31,401,M-Black,1,282597,FLASH10,2024-01-25 01:10:00
7367,490,97,182,M-Red,2,140967,NONE,2024-04-18 07:56:00
7368,527,45,192,L-Black,1,218705,SALE20,2024-07-09 03:10:00
7369,684,38,91,L-Black,3,451932,NONE,2024-07-19 21:52:00
7370,1256,16,473,L-Black,5,124429,NONE,2024-01-30 16:29:00
7371,1046,100,147,M-Black,3,292842,SALE20,2024-05-19 23:57:00
7372,175,58,234,L-Black,4,362496,FLASH10,2024-03-05 17:09:00
7373,399,96,147,L-Black,2,447458,SALE20,2024-09-18 01:37:00
7374,378,42,385,L-Red,2,329603,NONE,2024-07-07 00:24:00
7375,1269,72,138,M-Black,4,317128,FLASH10,2024-04-22 00:00:00
7376,1851,5,224,L-Red,4,213490,NONE,2024-07-16 09:43:00
7377,1617,10,141,L-Red,4,296355,NONE,2024-08-24 01:39:00
7378,1249,62,27,L-Red,2,423303,FLASH10,2024-04-08 10:40:00
7379,1807,97,375,L-Black,1,212733,FLASH10,2024-04-25 14:04:00
7380,1132,89,51,L-Black,1,268948,SALE20,2024-04-01 05:14:00
7381,382,24,476,L-Black,3,362774,FLASH10,2024-10-20 07:26:00
7382,789,85,130,M-Black,4,408547,SALE20,2024-09-30 07:42:00
7383,1357,67,68,M-Red,5,310825,NONE,2024-04-09 01:21:00
7384,102,87,176,L-Black,1,167961,FLASH10,2024-05-12 09:29:00
7385,983,99,335,L-Black,1,152880,FLASH10,2024-02-11 18:58:00
7386,695,91,354,M-Red,4,455907,SALE20,2024-02-20 18:38:00
7387,897,12,484,M-Black,2,174578,FLASH10,2024-07-31 10:41:00
7388,466,45,134,L-Red,1,164276,SALE20,2024-03-21 12:35:00
7389,701,29,270,L-Red,3,291608,FLASH10,2024-02-28 20:40:00
7390,296,30,290,L-Red,3,107609,SALE20,2024-10-21 00:25:00
7391,213,10,315,M-Black,2,195266,SALE20,2024-10-29 04:45:00
7392,900,57,207,M-Red,5,182281,FLASH10,2024-03-23 08:01:00
7393,1189,41,305,M-Black,5,447738,FLASH10,2024-04-10 02:39:00
7394,77,30,297,M-Red,1,370920,SALE20,2024-11-25 04:23:00
7395,772,80,236,L-Black,5,310364,FLASH10,2024-08-31 17:09:00
7396,1870,3,427,M-Red,1,169686,NONE,2024-02-18 04:13:00
7397,999,67,84,M-Red,3,330848,FLASH10,2024-02-05 20:26:00
7398,1064,88,32,L-Red,5,106907,FLASH10,2024-01-02 19:34:00
7399,1794,12,494,M-Red,5,150377,FLASH10,2024-01-03 22:20:00
7400,942,82,9,M-Black,2,134979,NONE,2024-05-12 15:03:00
7401,183,19,257,M-Black,2,170165,FLASH10,2024-09-05 06:42:00
7402,15,87,291,M-Black,3,418024,NONE,2024-11-19 07:25:00
7403,595,67,397,L-Black,5,437313,SALE20,2024-12-10 01:57:00
7404,1312,76,230,L-Black,3,293530,SALE20,2024-04-20 19:35:00
7405,216,50,192,L-Red,4,370800,SALE20,2024-09-21 12:00:00
7406,1383,26,472,M-Black,4,468805,SALE20,2024-02-08 19:12:00
7407,1395,42,2,L-Black,5,456080,SALE20,2024-02-18 07:12:00
7408,1508,5,187,L-Red,4,308797,FLASH10,2024-01-09 00:57:00
7409,1739,48,246,L-Black,5,105642,NONE,2024-10-22 18:39:00
7410,420,59,459,M-Red,4,364984,SALE20,2024-07-31 06:44:00
7411,1383,59,61,L-Red,5,493343,NONE,2024-11-20 21:39:00
7412,409,69,144,M-Black,4,166210,SALE20,2024-05-04 19:06:00
7413,1358,35,150,M-Red,3,253356,SALE20,2024-07-08 06:42:00
7414,1918,78,12,L-Red,4,184619,NONE,2024-03-06 12:37:00
7415,1695,95,479,M-Black,3,475635,NONE,2024-12-12 03:35:00
7416,502,22,194,M-Red,1,140946,FLASH10,2024-10-26 04:51:00
7417,1398,52,440,L-Red,2,342389,FLASH10,2024-06-01 10:58:00
7418,1297,66,483,M-Black,3,181350,SALE20,2024-08-23 09:59:00
7419,1255,80,157,L-Red,3,498260,FLASH10,2024-01-21 01:12:00
7420,314,2,329,M-Black,5,400064,NONE,2024-07-04 19:52:00
7421,67,1,122,L-Red,2,371262,FLASH10,2024-03-05 21:22:00
7422,211,23,469,M-Red,4,397166,SALE20,2024-11-27 07:20:00
7423,1441,26,116,M-Black,2,394491,FLASH10,2024-12-09 06:19:00
7424,931,44,357,M-Black,5,124196,NONE,2024-02-07 00:28:00
7425,648,73,234,L-Red,5,464950,NONE,2024-10-20 12:12:00
7426,1086,68,302,L-Black,1,454852,FLASH10,2024-03-29 13:32:00
7427,1266,96,295,M-Red,2,439937,FLASH10,2024-09-21 03:51:00
7428,1765,17,214,M-Red,2,250613,FLASH10,2024-10-18 03:21:00
7429,320,30,81,M-Black,4,217493,NONE,2024-06-27 21:41:00
7430,940,63,357,M-Black,4,215368,NONE,2024-03-18 01:12:00
7431,1114,8,84,L-Red,4,340587,NONE,2024-10-28 06:32:00
7432,32,92,171,M-Black,5,223573,NONE,2024-12-01 13:50:00
7433,1092,62,290,L-Red,3,454621,SALE20,2024-01-14 08:34:00
7434,1548,31,59,M-Red,5,413536,SALE20,2024-05-30 02:23:00
7435,968,14,409,L-Red,1,366253,NONE,2024-06-01 18:18:00
7436,288,44,172,M-Red,1,170780,SALE20,2024-08-16 05:54:00
7437,339,5,401,M-Red,4,411389,NONE,2024-10-26 15:12:00
7438,754,51,422,L-Black,1,273845,FLASH10,2024-01-30 14:04:00
7439,66,94,286,L-Black,1,189924,NONE,2024-12-02 10:09:00
7440,393,50,269,M-Red,4,325877,NONE,2024-03-21 04:36:00
7441,1145,29,39,M-Red,4,187478,SALE20,2024-06-08 13:40:00
7442,1424,77,208,L-Black,3,149041,NONE,2024-05-22 06:11:00
7443,935,58,140,L-Black,5,470231,FLASH10,2024-02-04 23:03:00
7444,932,87,223,L-Black,1,194443,SALE20,2024-04-11 08:35:00
7445,465,19,445,M-Red,1,148899,FLASH10,2024-02-07 06:40:00
7446,889,1,49,L-Red,1,307357,FLASH10,2024-08-26 12:38:00
7447,1525,9,199,M-Black,5,313250,NONE,2024-05-10 04:28:00
7448,1816,18,43,M-Black,1,368658,FLASH10,2024-03-28 07:51:00
7449,887,16,244,M-Black,2,334779,NONE,2024-10-17 16:32:00
7450,1582,38,70,M-Black,4,271870,SALE20,2024-08-15 23:03:00
7451,842,9,339,L-Red,5,417062,SALE20,2024-01-23 08:37:00
7452,1814,38,355,M-Red,3,295727,FLASH10,2024-07-12 13:45:00
7453,1189,50,61,L-Black,2,141739,SALE20,2024-09-07 06:39:00
7454,5,31,496,M-Black,1,110984,NONE,2024-09-12 10:37:00
7455,1980,84,385,L-Black,3,108431,FLASH10,2024-02-14 19:48:00
7456,1176,94,327,M-Black,1,175922,NONE,2024-09-26 09:53:00
7457,1769,32,122,L-Red,4,193911,SALE20,2024-05-22 08:39:00
7458,854,12,477,M-Black,4,414365,SALE20,2024-05-07 09:26:00
7459,1878,81,117,M-Black,4,422593,NONE,2024-07-14 07:13:00
7460,778,97,376,M-Black,4,428069,FLASH10,2024-05-01 23:27:00
7461,1571,34,475,M-Red,3,191490,SALE20,2024-01-15 14:52:00
7462,875,33,260,M-Red,2,341722,NONE,2024-05-11 06:14:00
7463,807,1,420,M-Black,3,493114,NONE,2024-03-26 09:55:00
7464,881,21,54,L-Black,4,223090,NONE,2024-07-19 18:52:00
7465,1860,20,38,L-Red,4,224434,FLASH10,2024-09-17 21:32:00
7466,821,27,65,L-Red,3,108066,SALE20,2024-08-08 09:22:00
7467,361,41,12,M-Black,2,182291,SALE20,2024-04-16 01:35:00
7468,927,100,385,L-Black,1,269950,FLASH10,2024-11-29 17:50:00
7469,507,46,108,L-Red,2,348455,NONE,2024-03-04 10:03:00
7470,908,85,69,M-Black,2,195106,SALE20,2024-05-12 00:00:00
7471,1264,40,22,M-Red,3,230901,NONE,2024-12-08 23:58:00
7472,1443,72,32,L-Red,2,264623,FLASH10,2024-08-05 12:12:00
7473,562,71,494,L-Black,5,237673,FLASH10,2024-11-16 04:55:00
7474,552,27,116,M-Red,4,105047,FLASH10,2024-12-01 01:16:00
7475,970,42,357,M-Black,2,318760,FLASH10,2024-10-06 06:08:00
7476,551,89,482,L-Black,4,128506,NONE,2024-01-13 03:55:00
7477,1993,47,50,L-Black,4,485968,FLASH10,2024-02-21 00:57:00
7478,1615,99,276,L-Red,3,239003,FLASH10,2024-11-25 05:54:00
7479,1188,83,88,M-Red,3,351007,FLASH10,2024-06-22 13:13:00
7480,388,79,375,M-Black,1,435343,NONE,2024-03-16 05:35:00
7481,1506,20,92,L-Red,1,353173,SALE20,2024-10-21 15:03:00
7482,499,57,442,L-Red,2,138731,SALE20,2024-12-12 00:07:00
7483,616,24,327,L-Black,2,443260,NONE,2024-07-25 15:02:00
7484,1391,5,95,M-Black,1,212017,SALE20,2024-10-28 08:48:00
7485,1429,43,21,M-Black,1,431704,NONE,2024-05-09 01:56:00
7486,725,71,86,M-Black,3,258755,NONE,2024-12-09 02:38:00
7487,1569,61,484,L-Black,3,223477,NONE,2024-06-01 00:32:00
7488,811,42,311,L-Black,3,113325,SALE20,2024-03-25 18:42:00
7489,1412,51,78,M-Red,4,189803,SALE20,2024-05-10 10:05:00
7490,1368,33,96,L-Black,5,156954,SALE20,2024-07-12 03:18:00
7491,1829,67,449,M-Black,5,437540,FLASH10,2024-07-20 06:54:00
7492,349,83,103,M-Black,5,269650,NONE,2024-06-01 23:52:00
7493,241,88,23,L-Red,5,413841,FLASH10,2024-11-16 08:42:00
7494,683,64,362,M-Red,3,303431,NONE,2024-06-15 15:27:00
7495,1603,100,276,L-Black,1,327508,NONE,2024-05-22 06:39:00
7496,866,28,328,L-Red,4,240743,NONE,2024-01-18 15:13:00
7497,129,33,350,L-Black,4,305730,FLASH10,2024-04-21 19:26:00
7498,1097,50,458,M-Black,2,275055,SALE20,2024-04-29 18:25:00
7499,1045,41,59,M-Black,3,465147,FLASH10,2024-10-23 09:47:00
7500,1800,86,46,M-Red,5,272587,NONE,2024-04-30 16:05:00
7501,1950,76,419,L-Red,2,323475,NONE,2024-04-09 16:22:00
7502,262,33,402,M-Black,4,384528,FLASH10,2024-10-25 17:16:00
7503,1237,18,467,M-Red,2,394088,FLASH10,2024-10-01 08:17:00
7504,406,46,90,L-Black,3,330762,SALE20,2024-10-07 00:31:00
7505,1532,22,398,M-Red,2,351743,SALE20,2024-03-29 02:40:00
7506,1293,88,58,L-Red,3,431084,FLASH10,2024-10-25 02:22:00
7507,1509,70,318,M-Black,3,198294,SALE20,2024-08-08 21:30:00
7508,1917,37,321,L-Red,3,384870,NONE,2024-04-17 07:48:00
7509,1995,11,34,L-Black,4,311992,FLASH10,2024-05-28 14:37:00
7510,1751,42,355,M-Red,4,308106,SALE20,2024-06-03 04:11:00
7511,790,15,62,M-Black,1,253041,SALE20,2024-12-11 01:14:00
7512,1943,3,415,L-Black,4,119034,NONE,2024-11-07 17:13:00
7513,943,47,218,L-Black,4,491639,FLASH10,2024-06-29 21:35:00
7514,463,82,133,M-Black,4,247324,FLASH10,2024-10-10 13:25:00
7515,112,16,187,L-Red,5,299822,NONE,2024-04-11 12:51:00
7516,1400,22,349,M-Red,5,235466,NONE,2024-11-14 09:25:00
7517,766,59,221,M-Red,5,161115,NONE,2024-01-27 08:00:00
7518,1686,79,479,M-Black,5,329095,FLASH10,2024-08-16 07:18:00
7519,1307,86,493,M-Black,4,149634,SALE20,2024-07-31 13:25:00
7520,304,57,109,M-Red,2,291334,NONE,2024-08-25 04:47:00
7521,110,30,345,M-Black,3,324181,SALE20,2024-02-01 01:30:00
7522,1240,55,350,L-Red,1,373998,SALE20,2024-03-21 08:57:00
7523,235,43,5,L-Black,1,461652,SALE20,2024-11-03 14:40:00
7524,1421,19,366,L-Black,4,142018,FLASH10,2024-09-26 13:11:00
7525,3,79,195,M-Red,4,270493,NONE,2024-04-08 20:28:00
7526,1491,93,106,L-Black,3,239503,SALE20,2024-07-06 08:26:00
7527,139,89,337,M-Red,5,494547,FLASH10,2024-06-11 14:34:00
7528,655,83,251,L-Red,4,426561,FLASH10,2024-01-07 11:11:00
7529,948,19,152,L-Black,3,189837,SALE20,2024-02-10 05:42:00
7530,282,10,328,M-Red,3,137545,FLASH10,2024-11-10 22:10:00
7531,1584,41,485,M-Red,2,291426,FLASH10,2024-09-02 14:09:00
7532,1360,68,312,M-Red,5,119627,NONE,2024-05-22 16:20:00
7533,1918,96,374,M-Black,1,397789,NONE,2024-07-13 22:17:00
7534,1975,57,281,M-Black,2,474031,FLASH10,2024-05-29 22:34:00
7535,976,69,287,M-Black,1,348998,SALE20,2024-04-13 05:08:00
7536,1481,38,255,L-Red,4,172933,SALE20,2024-06-17 21:29:00
7537,625,52,102,L-Red,5,247744,SALE20,2024-03-07 20:58:00
7538,344,85,85,L-Red,4,485623,SALE20,2024-01-19 09:30:00
7539,1326,1,221,M-Red,3,184959,SALE20,2024-12-10 15:23:00
7540,1788,31,489,L-Red,2,389872,NONE,2024-04-25 04:19:00
7541,1556,97,426,M-Red,3,376741,SALE20,2024-01-20 11:15:00
7542,762,95,386,L-Red,1,491341,NONE,2024-04-10 12:13:00
7543,1154,25,270,L-Red,5,135810,FLASH10,2024-10-01 12:39:00
7544,1124,81,422,M-Black,3,473643,FLASH10,2024-01-03 18:45:00
7545,366,90,232,M-Red,3,322482,SALE20,2024-08-08 13:52:00
7546,823,14,21,L-Black,4,174964,SALE20,2024-05-13 15:57:00
7547,1174,80,499,L-Black,1,379621,FLASH10,2024-09-12 18:15:00
7548,525,95,91,L-Black,1,405421,NONE,2024-05-03 18:36:00
7549,1529,21,331,L-Black,1,323713,SALE20,2024-12-12 12:51:00
7550,1388,62,41,M-Red,3,175517,SALE20,2024-04-27 23:39:00
7551,453,58,197,M-Black,1,407615,SALE20,2024-10-28 22:37:00
7552,1833,87,146,L-Red,4,187829,SALE20,2024-11-11 04:54:00
7553,1232,60,33,L-Black,1,393655,FLASH10,2024-06-08 15:37:00
7554,1231,40,415,L-Black,1,479043,SALE20,2024-07-05 08:02:00
7555,1848,43,304,L-Red,2,456852,SALE20,2024-01-27 00:16:00
7556,1770,20,115,M-Red,5,248776,NONE,2024-06-09 09:04:00
7557,779,80,3,M-Black,3,223199,NONE,2024-06-26 03:10:00
7558,289,26,208,L-Red,5,496201,SALE20,2024-01-16 01:40:00
7559,1565,53,393,L-Red,1,137364,NONE,2024-11-26 22:32:00
7560,855,70,128,M-Black,4,488469,NONE,2024-10-01 07:07:00
7561,597,33,275,L-Red,5,241883,FLASH10,2024-05-09 11:58:00
7562,1403,22,443,M-Black,4,330101,NONE,2024-04-18 02:18:00
7563,661,40,254,M-Red,3,218624,NONE,2024-01-14 17:33:00
7564,1982,80,58,L-Black,1,317404,FLASH10,2024-02-13 06:56:00
7565,897,99,20,M-Red,3,404376,NONE,2024-11-17 03:06:00
7566,1003,32,221,L-Black,2,336760,NONE,2024-10-19 10:56:00
7567,1410,22,353,M-Black,4,312225,FLASH10,2024-05-12 23:11:00
7568,398,37,474,M-Black,5,209333,SALE20,2024-10-09 18:48:00
7569,549,88,335,M-Black,3,283472,NONE,2024-01-14 18:36:00
7570,413,14,317,M-Black,3,224387,NONE,2024-10-08 04:58:00
7571,212,71,344,L-Black,5,124035,NONE,2024-03-05 23:23:00
7572,1942,75,158,M-Black,4,163782,FLASH10,2024-06-05 03:23:00
7573,838,57,44,M-Black,2,221683,NONE,2024-06-06 21:44:00
7574,1620,98,484,L-Black,1,226027,NONE,2024-01-15 20:20:00
7575,561,9,42,M-Black,5,242086,FLASH10,2024-02-27 15:23:00
7576,1044,42,209,L-Black,3,148268,FLASH10,2024-02-07 08:31:00
7577,146,27,194,L-Black,5,442593,NONE,2024-02-24 19:15:00
7578,1944,82,175,M-Red,3,306506,NONE,2024-02-21 11:48:00
7579,1548,83,167,M-Black,4,329535,NONE,2024-06-19 18:33:00
7580,316,30,201,M-Black,1,340884,NONE,2024-02-17 06:20:00
7581,1316,64,106,L-Red,1,224302,SALE20,2024-11-15 14:01:00
7582,820,23,360,L-Red,5,315907,FLASH10,2024-08-31 13:01:00
7583,470,96,26,M-Red,5,163482,FLASH10,2024-05-28 12:31:00
7584,1335,85,370,M-Black,2,334031,FLASH10,2024-07-03 19:20:00
7585,1939,67,26,L-Black,5,280704,SALE20,2024-07-30 17:23:00
7586,1921,82,156,L-Red,2,236051,NONE,2024-08-31 03:48:00
7587,1549,50,410,L-Red,1,213085,SALE20,2024-02-25 08:44:00
7588,1303,16,475,L-Red,2,258257,FLASH10,2024-07-20 10:22:00
7589,904,56,192,L-Red,5,208490,NONE,2024-02-20 18:06:00
7590,763,72,95,M-Black,5,311190,SALE20,2024-12-09 10:05:00
7591,1476,84,114,L-Red,3,360950,SALE20,2024-12-09 12:06:00
7592,1793,16,402,L-Black,2,355181,FLASH10,2024-11-06 20:03:00
7593,1661,30,368,L-Red,2,218177,SALE20,2024-08-30 18:40:00
7594,639,18,366,M-Black,5,103674,SALE20,2024-07-15 02:02:00
7595,1953,74,354,L-Black,2,407377,SALE20,2024-08-31 14:54:00
7596,926,4,95,M-Red,5,166374,FLASH10,2024-04-26 15:19:00
