id,name,owner_user_id,rating,active,created_at
867,Maple & Oak 867,2,4.39,1,2024-03-15 04:02:38
868,City Harbor 868,18,3.74,0,2025-05-26 12:04:44
869,Bloom Bazaar 869,15,3.50,0,2024-01-03 19:20:49
870,Northgate Store 870,29,4.11,1,2024-07-03 05:43:08
871,Seaside Pantry 871,35,3.78,1,2024-12-17 12:44:57
872,Willow & Co 872,20,4.58,1,2024-11-07 14:02:17
873,Harbor Lane 873,35,3.56,1,2024-12-27 10:58:32
874,Citrine Corner 874,23,4.08,1,2026-01-28 21:49:01
875,Pinecrest 875,19,3.57,1,2024-01-07 16:36:50
876,Pearl Market 876,40,4.38,1,2025-11-03 19:57:28
877,Cobalt & Co 877,9,3.68,1,2024-07-22 06:27:36
878,Orchid Avenue 878,38,4.33,0,2025-07-18 00:10:34
879,Monarch Market 879,38,3.96,1,2024-05-25 00:00:26
880,Crescent Store 880,6,3.96,1,2024-04-27 23:20:54
881,Timberline 881,45,3.80,1,2025-01-29 14:34:47
882,Skyline Goods 882,47,3.50,1,2024-09-14 21:15:51
883,Copper & Co 883,38,4.23,1,2025-07-26 20:53:31
884,Slate Market 884,37,3.61,1,2024-12-29 06:23:01
885,Riverstone 885,1,3.85,1,2025-10-13 11:59:09
886,Amberfield 886,15,4.55,1,2024-05-26 02:59:35
887,Cedar Grove 887,49,4.71,1,2025-11-17 20:24:23
888,Silverline 888,31,3.88,1,2025-11-12 20:11:47
889,Elm & Ivy 889,37,4.51,1,2024-10-24 10:37:15
890,Meadow Lane 890,37,4.72,1,2025-09-26 23:46:59
891,Brighton 891,7,3.89,1,2025-09-15 07:14:53
892,Eastwood 892,16,4.02,1,2026-01-25 22:01:34
893,Maplecrest 893,39,4.16,1,2025-01-04 13:15:16
894,Harborview 894,22,3.49,1,2025-03-05 14:15:54
895,Violet Lane 895,42,4.63,1,2026-01-17 20:20:16
896,Rainier 896,38,4.87,1,2024-02-28 04:08:58
897,Granite Goods 897,16,4.07,1,2024-10-18 10:27:05
898,Wellspring 898,26,4.34,1,2024-04-05 15:27:03
899,Heritage Shop 899,1,4.90,1,2025-01-30 17:55:14
900,Canyon Market 900,4,3.71,1,2025-03-10 20:53:09
901,Sunrise Market 901,47,3.99,1,2025-09-22 04:49:08
902,Lotus Mart 902,8,3.53,1,2025-07-08 21:51:29
903,Saigon Select 903,5,4.62,1,2025-12-27 00:35:42
904,Urban Thread 904,38,4.03,1,2024-03-29 03:40:19
905,Golden Leaf 905,25,4.70,1,2024-01-22 18:42:17
906,Bamboo House 906,21,3.59,1,2024-07-20 22:07:13
907,Coastal Goods 907,30,3.62,0,2024-08-10 09:28:09
908,Metro Outlet 908,41,4.17,1,2026-01-18 04:20:08
909,Aurora Supply 909,2,3.53,1,2024-01-01 00:33:49
910,Cedar & Co 910,15,4.87,1,2025-12-15 11:51:43
911,Amber Street 911,34,3.77,1,2024-01-24 22:15:10
912,Nova Essentials 912,44,4.22,0,2024-04-09 12:00:30
913,Lantern & Pine 913,35,3.86,1,2024-07-16 15:37:08
914,Velvet Road 914,9,4.05,0,2024-10-08 23:58:53
915,Craftline 915,40,3.74,1,2024-01-03 18:29:53
916,Evergreen Shop 916,45,4.43,1,2024-12-25 09:02:52
917,Maple & Oak 917,49,4.38,1,2025-03-01 12:46:24
918,City Harbor 918,28,4.46,1,2025-05-05 22:24:09
919,Bloom Bazaar 919,28,4.12,1,2025-06-17 01:03:57
920,Northgate Store 920,46,4.62,1,2026-01-23 04:57:10
921,Seaside Pantry 921,29,4.27,1,2025-04-21 04:30:59
922,Willow & Co 922,35,3.80,1,2025-06-01 07:53:47
923,Harbor Lane 923,1,4.84,1,2025-04-10 08:49:40
924,Citrine Corner 924,49,4.44,1,2024-06-04 18:17:34
925,Pinecrest 925,7,3.50,1,2025-06-20 06:47:09
926,Pearl Market 926,2,4.40,1,2024-12-18 04:54:25
927,Cobalt & Co 927,46,3.71,1,2025-01-17 09:43:12
928,Orchid Avenue 928,31,4.16,1,2025-12-27 18:42:43
929,Monarch Market 929,40,4.43,1,2024-07-31 10:49:59
930,Crescent Store 930,10,3.96,1,2024-07-15 08:59:39
931,Timberline 931,14,4.05,1,2025-08-13 07:41:26
932,Skyline Goods 932,41,3.42,1,2024-10-21 22:13:02
933,Copper & Co 933,46,3.92,1,2024-01-13 14:09:10
934,Slate Market 934,25,4.57,1,2025-09-25 22:50:32
935,Riverstone 935,32,4.69,1,2025-07-15 08:01:29
936,Amberfield 936,50,3.63,1,2024-03-01 00:58:07
937,Cedar Grove 937,10,4.59,1,2025-06-30 00:38:37
938,Silverline 938,45,4.57,1,2025-02-01 06:43:52
939,Elm & Ivy 939,5,3.77,0,2025-04-02 20:42:38
940,Meadow Lane 940,34,3.94,1,2025-01-17 02:50:42
941,Brighton 941,46,4.15,1,2024-08-05 05:39:04
942,Eastwood 942,35,4.05,1,2025-08-01 09:47:24
943,Maplecrest 943,44,3.88,1,2024-06-14 10:22:04
944,Harborview 944,30,3.70,1,2024-06-20 02:02:21
945,Violet Lane 945,18,4.56,1,2024-10-05 17:51:47
946,Rainier 946,2,3.42,1,2024-09-25 20:26:15
947,Granite Goods 947,1,4.15,1,2024-05-31 15:49:15
948,Wellspring 948,1,4.78,1,2024-01-17 00:19:04
949,Heritage Shop 949,30,4.00,1,2025-07-30 10:28:18
950,Canyon Market 950,17,4.46,0,2025-08-11 08:45:54
951,Sunrise Market 951,11,4.69,0,2025-02-01 04:37:29
952,Lotus Mart 952,36,4.63,1,2024-12-24 15:02:42
953,Saigon Select 953,34,4.62,1,2025-09-01 05:05:02
954,Urban Thread 954,45,4.03,1,2025-01-25 04:31:13
955,Golden Leaf 955,48,4.66,1,2024-04-17 13:10:37
956,Bamboo House 956,38,3.52,1,2025-07-10 04:37:00
957,Coastal Goods 957,5,3.57,1,2025-05-04 07:15:09
958,Metro Outlet 958,8,4.66,1,2024-09-02 18:11:54
959,Aurora Supply 959,25,4.54,1,2024-11-29 04:24:42
960,Cedar & Co 960,20,4.86,1,2025-06-24 21:55:35
961,Amber Street 961,18,4.81,1,2025-04-07 14:18:08
962,Nova Essentials 962,23,3.46,1,2025-06-09 22:53:20
963,Lantern & Pine 963,5,3.52,1,2024-08-09 09:49:12
964,Velvet Road 964,6,3.68,1,2025-12-23 12:41:25
965,Craftline 965,7,3.97,1,2025-06-05 23:14:24
966,Evergreen Shop 966,9,4.02,1,2025-06-01 18:52:01
967,Maple & Oak 967,16,4.15,1,2024-05-27 21:52:33
968,City Harbor 968,20,3.44,1,2025-01-22 06:48:49
969,Bloom Bazaar 969,11,4.82,1,2024-10-07 22:28:56
970,Northgate Store 970,46,3.58,1,2024-01-20 16:28:45
971,Seaside Pantry 971,43,3.82,1,2024-07-26 07:39:42
972,Willow & Co 972,47,4.85,1,2025-03-10 09:23:11
973,Harbor Lane 973,40,3.72,1,2025-06-01 12:13:06
974,Citrine Corner 974,5,4.16,1,2025-02-21 22:37:06
975,Pinecrest 975,1,4.48,1,2024-07-11 14:24:57
976,Pearl Market 976,39,3.77,1,2025-08-26 09:47:02
977,Cobalt & Co 977,33,4.40,1,2024-11-14 20:02:43
978,Orchid Avenue 978,35,3.73,1,2025-07-07 11:37:49
979,Monarch Market 979,48,3.49,1,2025-09-08 19:22:09
980,Crescent Store 980,1,4.46,1,2024-11-27 02:48:33
981,Timberline 981,3,4.37,1,2024-01-15 00:52:38
982,Skyline Goods 982,27,4.85,1,2024-11-11 06:26:10
983,Copper & Co 983,27,4.07,1,2025-06-04 08:41:37
984,Slate Market 984,9,4.07,1,2024-11-17 05:08:47
985,Riverstone 985,28,4.72,1,2024-05-15 20:57:42
986,Amberfield 986,21,3.84,1,2024-01-29 22:58:30
987,Cedar Grove 987,48,4.72,1,2025-01-18 12:55:51
988,Silverline 988,38,4.71,1,2024-05-16 14:28:45
989,Elm & Ivy 989,26,3.73,1,2025-03-07 11:40:46
990,Meadow Lane 990,2,3.82,1,2025-12-07 04:30:09
991,Brighton 991,36,4.39,1,2024-03-25 21:18:02
992,Eastwood 992,11,4.74,1,2024-02-26 04:40:00
993,Maplecrest 993,43,3.98,1,2025-06-08 23:08:13
994,Harborview 994,3,3.46,1,2025-09-20 02:57:54
995,Violet Lane 995,30,4.54,1,2024-02-06 22:49:41
996,Rainier 996,30,3.47,1,2024-05-01 04:14:16
997,Granite Goods 997,23,3.82,1,2024-07-27 23:47:19
998,Wellspring 998,17,4.25,1,2025-08-21 03:47:57
999,Heritage Shop 999,12,4.12,1,2024-01-12 22:40:55
1000,Canyon Market 1000,35,3.55,1,2025-10-12 10:01:19
